page,country,rev_id,score,FIPS,Type,TimeFrame,Data (M),Population,Region
Wadel Abdelkader Kamougué,Chad,803167152,C,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Félix Malloum,Chad,803167336,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Lol Mahamat Choua,Chad,803167424,C,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Goukouni Oueddei,Chad,803167990,C,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Albert Pahimi Padacké,Chad,803433107,C,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
List of heads of state of Chad,Chad,803812011,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Elise Loum,Chad,804773540,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Agnes Allafi,Chad,805493169,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Christine Georges Diguibaye,Chad,806337653,Stub,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Pascal Yoadimnadji,Chad,806508985,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Aissa Koli,Chad,806616268,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Omar I of Kanem,Chad,807425129,Start,TD,Country,2019,16.877,16877000,MIDDLE AFRICA
Information Minister of the Palestinian National Authority,Palestinian Territory,393276188,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Finance Minister of the Palestinian National Authority,Palestinian Territory,596181202,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Planning Minister of the Palestinian National Authority,Palestinian Territory,633612729,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hossam Arafat (politician),Palestinian Territory,680933208,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Tawfik Tirawi,Palestinian Territory,701106976,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Isam al-Qadi,Palestinian Territory,706650943,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hussein al-Araj,Palestinian Territory,707669406,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mohammad Barghouti,Palestinian Territory,708269321,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmed Khalidi,Palestinian Territory,708495719,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Health Minister of the Palestinian National Authority,Palestinian Territory,708817890,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Qais Abd al-Karim,Palestinian Territory,709529097,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mahmoud Aloul,Palestinian Territory,709567584,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Victor Batarseh,Palestinian Territory,709994434,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hanna Nasser (academic),Palestinian Territory,710133339,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Anastas Hanania,Palestinian Territory,710390049,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Joudeh George Murqos,Palestinian Territory,710676772,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ali al-Sartawi,Palestinian Territory,710990363,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jamal Tirawi,Palestinian Territory,712310215,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Samir Abu Eisheh,Palestinian Territory,713203735,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Sami Taha,Palestinian Territory,713505054,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ayyub Musallam,Palestinian Territory,714176771,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hajj Essa Hamed,Palestinian Territory,714181175,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hasan Tahboub,Palestinian Territory,714208891,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hanna Nasser,Palestinian Territory,714586856,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ghazi Hanania,Palestinian Territory,715125381,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Amin Abd al-Hadi,Palestinian Territory,716425885,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Samir Hulileh,Palestinian Territory,717174805,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hatem Qafisha,Palestinian Territory,717350346,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Nayef Rajoub,Palestinian Territory,717907429,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ghassan Shakaa,Palestinian Territory,720225559,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Salim Zanoun,Palestinian Territory,720541817,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmad Bahar (Palestinian politician),Palestinian Territory,725592476,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Umm Nidal,Palestinian Territory,729635985,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Aref al-Dajani,Palestinian Territory,730565205,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Faed Mustafa,Palestinian Territory,730612889,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Interior Minister of the Palestinian National Authority,Palestinian Territory,734366909,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Samiha Khalil,Palestinian Territory,737316891,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Imil Jarjoui,Palestinian Territory,738485209,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abu Zakaria al-Jamal,Palestinian Territory,740251014,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mustafa al-Khalidi,Palestinian Territory,740562507,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Samir Ghawshah,Palestinian Territory,741240899,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Fuad Kokaly,Palestinian Territory,742810698,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Janet Mikhail,Palestinian Territory,742930612,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hind Khoury,Palestinian Territory,744229617,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Saloum Cohen,Palestinian Territory,744680083,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmed Majdalani,Palestinian Territory,745445418,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Faidi al-Alami,Palestinian Territory,746561126,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Arafat scarf,Palestinian Territory,752269980,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Zuhir al-Qaisi,Palestinian Territory,754951299,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mohammed Shabir,Palestinian Territory,754960024,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Said Seyam,Palestinian Territory,755358806,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Atef Adwan,Palestinian Territory,756834998,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Moussa Arafat,Palestinian Territory,756836183,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Khouloud Daibes,Palestinian Territory,757565638,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Nahid al-Rayyis,Palestinian Territory,759387598,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Rawhi Fattouh,Palestinian Territory,760357919,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Wasfi Kabha,Palestinian Territory,760375386,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Omar Hammayil,Palestinian Territory,760380012,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mohammed Milhim,Palestinian Territory,760380700,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Faisal Husseini,Palestinian Territory,765742925,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Haidar Abdel-Shafi,Palestinian Territory,766784372,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Nasser al-Shaer,Palestinian Territory,766840809,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Omar Abd al-Razaq,Palestinian Territory,766847361,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Adnan al-Husayni,Palestinian Territory,767482479,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ziad Abu Amr,Palestinian Territory,767881055,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ziad Abuzayyad,Palestinian Territory,768374386,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Azzam al-Ahmad,Palestinian Territory,769135700,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Leila Shahid,Palestinian Territory,769328020,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Sharm El Sheikh Memorandum,Palestinian Territory,771217707,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hussein al-Husayni,Palestinian Territory,773002344,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Riyad al-Maliki,Palestinian Territory,773227993,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yasser Abed Rabbo,Palestinian Territory,774821388,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Isra al-Modallal,Palestinian Territory,775535912,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jamal Abu Samhadana,Palestinian Territory,775898615,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Sufian Abu Zaida,Palestinian Territory,776289919,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Taysir Khalid,Palestinian Territory,776386870,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ibrahim Nassar,Palestinian Territory,776831011,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Anwar Khatib,Palestinian Territory,777026878,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jamil Majdalawi,Palestinian Territory,779034357,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Foreign Affairs Minister of the Palestinian National Authority,Palestinian Territory,779105366,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Rabiha Diab,Palestinian Territory,779367907,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmed Hilmi Pasha,Palestinian Territory,782105397,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Majida Al-Masri,Palestinian Territory,783041670,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Emil Ghuri,Palestinian Territory,784373796,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ali Jarbawi,Palestinian Territory,784662302,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jamal al-Jamal,Palestinian Territory,784977752,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jamal al-Husayni,Palestinian Territory,785938135,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Musa al-Husayni,Palestinian Territory,785938199,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Salim al-Husayni,Palestinian Territory,785938222,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mustafa Barghouti,Palestinian Territory,787198183,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abdel Hafiz Nofal,Palestinian Territory,787385830,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Zaki al-Ghul,Palestinian Territory,787447130,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Oslo I Accord,Palestinian Territory,787453135,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Adly Yaish,Palestinian Territory,787691185,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Intissar al-Wazir,Palestinian Territory,788004334,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Muhammad Abu Tir,Palestinian Territory,788019130,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
"Palestinian general election, 1996",Palestinian Territory,788023506,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yousef al-Khalidi,Palestinian Territory,788159128,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
List of mayors of Nablus,Palestinian Territory,788189214,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Khalil al-Hayya,Palestinian Territory,788437086,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
President of the Palestinian National Authority,Palestinian Territory,788509815,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Fathi Ahmad Hammad,Palestinian Territory,788591724,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abdullah Rimawi,Palestinian Territory,788953220,GA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yahya Hammuda,Palestinian Territory,788988278,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hani al-Hassan,Palestinian Territory,789228790,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Bashir Barghouti,Palestinian Territory,790695172,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Bassam as-Salhi,Palestinian Territory,790721748,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Khalida Jarrar,Palestinian Territory,791881528,GA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Kamel al-Budeiri,Palestinian Territory,792611747,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Zuheir Mohsen,Palestinian Territory,792615206,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abu Ali Mustafa,Palestinian Territory,794170874,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Salah Khalaf,Palestinian Territory,794482018,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Kamal Nasser,Palestinian Territory,795004000,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Current members of Palestinian Legislative Council,Palestinian Territory,795648388,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Fathi Hamad,Palestinian Territory,796124047,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Musa Alami,Palestinian Territory,796697881,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Palestinian Declaration of Independence,Palestinian Territory,796911861,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmad Kurd,Palestinian Territory,796924085,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Amin al-Majaj,Palestinian Territory,796961464,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Aziz Duwaik,Palestinian Territory,797021613,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmed Yassin,Palestinian Territory,797122322,GA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hanan Ashrawi,Palestinian Territory,797806716,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Cause of Yasser Arafat's death,Palestinian Territory,798100387,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Kassim Al-Rimawi,Palestinian Territory,798262559,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ibrahim Abu-Lughod,Palestinian Territory,798282902,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Islah Jad,Palestinian Territory,798331360,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Issam Sartawi,Palestinian Territory,798732432,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Marwan Barghouti,Palestinian Territory,798913975,GA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mohammad Shtayyeh,Palestinian Territory,799023109,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mohammed Dahlan,Palestinian Territory,799023535,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Nabil Shaath,Palestinian Territory,799072017,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Nabeel Kassis,Palestinian Territory,799209138,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mahmoud al-Mabhouh,Palestinian Territory,799802471,GA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Qadura Fares,Palestinian Territory,799858795,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Leila Khaled,Palestinian Territory,800067783,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Muhammad Nimr al-Hawari,Palestinian Territory,800264686,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Wadie Haddad,Palestinian Territory,800268417,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Munib al-Masri,Palestinian Territory,800663648,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Suha Arafat,Palestinian Territory,800718761,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Taba Summit,Palestinian Territory,800748567,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Sari Nusseibeh,Palestinian Territory,800949001,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Education Minister of the Palestinian National Authority,Palestinian Territory,801102332,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yaqub al-Ghusayn,Palestinian Territory,801214518,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Khaled Mashal,Palestinian Territory,801299475,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ziad Abu Ein,Palestinian Territory,801335922,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Zuhdi Labib Terzi,Palestinian Territory,801507800,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Raghib al-Nashashibi,Palestinian Territory,801867039,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Jibril Rajoub,Palestinian Territory,802302873,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abdelrahman al-Dajani,Palestinian Territory,802436402,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmad Agha Duzdar,Palestinian Territory,802436510,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hussam ad-Din Jarallah,Palestinian Territory,802438226,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
As'ad Shukeiri,Palestinian Territory,802444446,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Eyad al-Sarraj,Palestinian Territory,802495061,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Abdel Aziz al-Rantisi,Palestinian Territory,802598153,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Fatima Bernawi,Palestinian Territory,802835604,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmad Sa'adat,Palestinian Territory,802968215,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Salah Shehade,Palestinian Territory,803242304,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mahmoud Abbas,Palestinian Territory,803433440,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yasser Arafat,Palestinian Territory,804075706,FA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmad Shukeiri,Palestinian Territory,804132518,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
10 agorot controversy,Palestinian Territory,804292510,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
2000 Camp David Summit,Palestinian Territory,804914588,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Amin al-Husseini,Palestinian Territory,804940228,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Adel Zawati,Palestinian Territory,804957442,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Omar Barghouti,Palestinian Territory,805306238,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Arab Money,Palestinian Territory,805321868,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ghassan Khatib,Palestinian Territory,805441005,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ahmad Toukan,Palestinian Territory,805811873,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Khalil al-Wazir,Palestinian Territory,806359448,B,PS,Country,2019,5.008,5008000,WESTERN ASIA
Ismail Haniyeh,Palestinian Territory,806939531,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Nizar Rayan,Palestinian Territory,807364845,GA,PS,Country,2019,5.008,5008000,WESTERN ASIA
Haifa al-Agha,Palestinian Territory,807439836,Stub,PS,Country,2019,5.008,5008000,WESTERN ASIA
Mahmoud al-Zahar,Palestinian Territory,807444564,C,PS,Country,2019,5.008,5008000,WESTERN ASIA
Hakam Balawi,Palestinian Territory,807459429,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yunis Al Astal,Palestinian Territory,807462818,Start,PS,Country,2019,5.008,5008000,WESTERN ASIA
Yos Por,Cambodia,393822005,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Than Sina,Cambodia,671073599,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Ieu Pannakar,Cambodia,712085445,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Taing Sunlay,Cambodia,713507166,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Dul Koeun,Cambodia,714524609,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Ly Kim Leang,Cambodia,714524624,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Chhor Leang Huot,Cambodia,714524714,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Thak Lany,Cambodia,714524870,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sok San,Cambodia,714525029,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Tep Ngorn,Cambodia,714528164,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Chan Cheng,Cambodia,714528251,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Nhim Vanda,Cambodia,714528803,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Pen Panha,Cambodia,714528886,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sieng Nam,Cambodia,714529109,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
So Khun,Cambodia,714529370,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Nou Sam,Cambodia,714529507,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Rath Sarem,Cambodia,716812326,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Kong Vibol,Cambodia,726543264,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Monh Saphan,Cambodia,726543284,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Uk Rabun,Cambodia,726543336,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Ay Khorn,Cambodia,726543872,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Oung Ouen,Cambodia,726688556,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
List of Deputy Prime Ministers of Cambodia,Cambodia,730617957,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Chuop Hell,Cambodia,735512767,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Kong Korm,Cambodia,736093077,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Chan Nak,Cambodia,736538934,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Huy Kanthoul,Cambodia,736539294,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Vorn Vet,Cambodia,736715950,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Yat Hwaidi,Cambodia,737025619,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Khim Tit,Cambodia,737804996,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Son Chhay,Cambodia,738180794,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Kep Chuktema,Cambodia,738478052,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Nuth Rumduol,Cambodia,738512371,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Khieu Thavika,Cambodia,738804016,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Norodom Phurissara,Cambodia,738987957,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Daran Kravanh,Cambodia,738989624,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sisowath Monireth,Cambodia,738992094,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sisowath Youtevong,Cambodia,738992441,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Ou Chanrith,Cambodia,739217591,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Yem Ponhearith,Cambodia,741680078,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Chrea Sochenda,Cambodia,741923960,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Vong Kan,Cambodia,742006559,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Yos Son,Cambodia,742067282,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Hun Many,Cambodia,744291790,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Chhean Vam,Cambodia,747052284,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Oum Chheang Sun,Cambodia,747052769,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Norodom Kantol,Cambodia,747053219,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Khieu Rada,Cambodia,747555899,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Ieu Koeus,Cambodia,747628491,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Cheng Heng,Cambodia,747784875,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Mok Mareth,Cambodia,747945224,Start,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Kieng Vang,Cambodia,748137241,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sisowath Watchayavong,Cambodia,748488170,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sokhom So,Cambodia,749156496,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Min Sean,Cambodia,749304614,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Y Chhean,Cambodia,749338398,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Poa Bun Sreu,Cambodia,749357713,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Toan Vanthara,Cambodia,749387326,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Sok Soty,Cambodia,749388858,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Pal Sam Oeun,Cambodia,749396845,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Ngor Sovann,Cambodia,749470256,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Kea Sahorn,Cambodia,749510551,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Suos Kanan,Cambodia,749517390,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Im Chhun Lim,Cambodia,749537624,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Tram Iv Teuk,Cambodia,749537772,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Hem Khorn,Cambodia,749561164,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
Um Nhanh,Cambodia,749569686,Stub,KH,Country,2019,15.497,15497000,SOUTHEAST ASIA
